ID,headline,order,recalled,accuracy,Weightvar,accuracy_bool,recalled_bool,is_fake
1147306114,I,1,yes,somewhat accurate,0.6002946756256891,True,True,False
1147306114,J,2,no,,0.6002946756256891,,False,False
1141404252,A,1,yes,not at all accurate,0.7626366626712864,False,True,True
1141404252,B,6,no,,0.7626366626712864,,False,True
1141404252,D,3,no,,0.7626366626712864,,False,True
1141404252,F,5,no,,0.7626366626712864,,False,False
1141404252,H,4,no,,0.7626366626712864,,False,False
1141404252,K,2,yes,very accurate,0.7626366626712864,True,True,False
1146983406,B,4,no,,0.5790522382750374,,False,True
1146983406,D,2,no,,0.5790522382750374,,False,True
1146983406,E,1,no,,0.5790522382750374,,False,True
1146983406,G,5,no,,0.5790522382750374,,False,False
1146983406,H,6,unsure,,0.5790522382750374,,False,False
1146983406,I,3,yes,somewhat accurate,0.5790522382750374,True,True,False
1141323230,C,1,no,,0.9636569657367936,,False,True
1141323230,D,6,no,,0.9636569657367936,,False,True
1141323230,E,3,no,,0.9636569657367936,,False,True
1141323230,H,4,yes,not very accurate,0.9636569657367936,False,True,False
1141323230,J,2,no,,0.9636569657367936,,False,False
1141323230,K,5,yes,somewhat accurate,0.9636569657367936,True,True,False
1101430897,A,6,no,,1.055091202093331,,False,True
1101430897,B,3,no,,1.055091202093331,,False,True
1101430897,C,4,no,,1.055091202093331,,False,True
1101430897,H,2,no,,1.055091202093331,,False,False
1101430897,I,5,yes,somewhat accurate,1.055091202093331,True,True,False
1101430897,J,1,no,,1.055091202093331,,False,False
C1439718751,A,3,no,,0.8111506922381367,,False,True
C1439718751,C,4,no,,0.8111506922381367,,False,True
C1439718751,E,5,no,,0.8111506922381367,,False,True
C1439718751,G,6,no,,0.8111506922381367,,False,False
C1439718751,I,1,unsure,,0.8111506922381367,,False,False
C1439718751,J,2,yes,somewhat accurate,0.8111506922381367,True,True,False
1073826524,A,1,no,,0.7826962369924014,,False,True
1073826524,B,5,no,,0.7826962369924014,,False,True
1073826524,C,4,no,,0.7826962369924014,,False,True
1073826524,F,2,no,,0.7826962369924014,,False,False
1073826524,H,3,no,,0.7826962369924014,,False,False
1073826524,K,6,yes,very accurate,0.7826962369924014,True,True,False
1141751190,C,6,yes,somewhat accurate,1.409167932162006,True,True,True
1141751190,D,3,yes,somewhat accurate,1.409167932162006,True,True,True
1141751190,E,1,yes,very accurate,1.409167932162006,True,True,True
1141751190,F,5,yes,somewhat accurate,1.409167932162006,True,True,False
1141751190,I,4,no,,1.409167932162006,,False,False
1141751190,K,2,yes,somewhat accurate,1.409167932162006,True,True,False
1142128740,B,2,no,,0.6475384485405067,,False,True
1142128740,D,6,yes,somewhat accurate,0.6475384485405067,True,True,True
1142128740,E,4,unsure,,0.6475384485405067,,False,True
1142128740,I,3,yes,somewhat accurate,0.6475384485405067,True,True,False
1142128740,J,5,no,,0.6475384485405067,,False,False
1142128740,K,1,yes,very accurate,0.6475384485405067,True,True,False
1108113847,A,6,no,,1.4988101144380388,,False,True
1108113847,C,2,no,,1.4988101144380388,,False,True
1108113847,E,5,no,,1.4988101144380388,,False,True
1108113847,F,1,no,,1.4988101144380388,,False,False
1108113847,H,3,no,,1.4988101144380388,,False,False
1108113847,K,4,yes,somewhat accurate,1.4988101144380388,True,True,False
C1439719117,A,1,yes,very accurate,0.5877632445821335,True,True,True
C1439719117,B,3,yes,somewhat accurate,0.5877632445821335,True,True,True
C1439719117,C,6,no,,0.5877632445821335,,False,True
C1439719117,F,4,no,,0.5877632445821335,,False,False
C1439719117,I,2,yes,very accurate,0.5877632445821335,True,True,False
C1439719117,J,5,no,,0.5877632445821335,,False,False
C1439719034,A,4,no,,0.9034522705158502,,False,True
C1439719034,B,6,no,,0.9034522705158502,,False,True
C1439719034,C,2,no,,0.9034522705158502,,False,True
C1439719034,F,1,no,,0.9034522705158502,,False,False
C1439719034,H,3,no,,0.9034522705158502,,False,False
C1439719034,I,5,no,,0.9034522705158502,,False,False
1091238228,A,6,unsure,,0.6409626720482471,,False,True
1091238228,C,2,unsure,,0.6409626720482471,,False,True
1091238228,E,3,unsure,,0.6409626720482471,,False,True
1091238228,F,4,unsure,,0.6409626720482471,,False,False
1091238228,I,5,unsure,,0.6409626720482471,,False,False
1091238228,J,1,unsure,,0.6409626720482471,,False,False
C1439719530,B,6,no,,0.7679288630819013,,False,True
C1439719530,C,5,no,,0.7679288630819013,,False,True
C1439719530,E,3,no,,0.7679288630819013,,False,True
C1439719530,G,1,yes,somewhat accurate,0.7679288630819013,True,True,False
C1439719530,I,4,yes,not at all accurate,0.7679288630819013,False,True,False
C1439719530,J,2,unsure,,0.7679288630819013,,False,False
1141086809,A,1,no,,1.5074095376035437,,False,True
1141086809,C,2,no,,1.5074095376035437,,False,True
1141086809,D,6,no,,1.5074095376035437,,False,True
1141086809,G,4,unsure,,1.5074095376035437,,False,False
1141086809,J,3,yes,not at all accurate,1.5074095376035437,False,True,False
1141086809,K,5,no,,1.5074095376035437,,False,False
C1439719626,C,6,no,,0.8111506922381367,,False,True
C1439719626,D,1,no,,0.8111506922381367,,False,True
C1439719626,E,5,no,,0.8111506922381367,,False,True
C1439719626,G,3,no,,0.8111506922381367,,False,False
C1439719626,I,2,no,,0.8111506922381367,,False,False
C1439719626,J,4,no,,0.8111506922381367,,False,False
1100900382,C,3,no,,1.2397272146026186,,False,True
1100900382,D,2,no,,1.2397272146026186,,False,True
1100900382,E,5,yes,not very accurate,1.2397272146026186,False,True,True
1100900382,H,6,unsure,,1.2397272146026186,,False,False
1100900382,I,4,unsure,,1.2397272146026186,,False,False
1100900382,J,1,no,,1.2397272146026186,,False,False
1007259824,A,4,no,,0.8494177852057194,,False,True
1007259824,C,5,no,,0.8494177852057194,,False,True
1007259824,E,2,no,,0.8494177852057194,,False,True
1007259824,G,3,no,,0.8494177852057194,,False,False
1007259824,I,6,no,,0.8494177852057194,,False,False
1007259824,K,1,no,,0.8494177852057194,,False,False
1090267342,B,6,no,,1.5271593474692464,,False,True
1090267342,D,1,no,,1.5271593474692464,,False,True
1090267342,E,2,no,,1.5271593474692464,,False,True
1090267342,G,4,no,,1.5271593474692464,,False,False
1090267342,H,5,no,,1.5271593474692464,,False,False
1090267342,J,3,no,,1.5271593474692464,,False,False
C1439715791,A,4,no,,0.8004067353834146,,False,True
C1439715791,D,6,no,,0.8004067353834146,,False,True
C1439715791,E,3,unsure,,0.8004067353834146,,False,True
C1439715791,G,1,no,,0.8004067353834146,,False,False
C1439715791,I,2,no,,0.8004067353834146,,False,False
C1439715791,J,5,no,,0.8004067353834146,,False,False
1101174757,A,1,no,,1.134944394368999,,False,True
1101174757,C,5,no,,1.134944394368999,,False,True
1101174757,D,4,yes,not at all accurate,1.134944394368999,False,True,True
1101174757,F,3,yes,somewhat accurate,1.134944394368999,True,True,False
1101174757,I,6,no,,1.134944394368999,,False,False
1101174757,J,2,no,,1.134944394368999,,False,False
1064984079,C,4,no,,0.7004765630593702,,False,True
1064984079,D,3,no,,0.7004765630593702,,False,True
1064984079,E,6,no,,0.7004765630593702,,False,True
1064984079,F,1,no,,0.7004765630593702,,False,False
1064984079,H,5,no,,0.7004765630593702,,False,False
1064984079,I,2,no,,0.7004765630593702,,False,False
1145162718,A,5,unsure,,0.7109224527587414,,False,True
1145162718,B,2,unsure,,0.7109224527587414,,False,True
1145162718,E,4,unsure,,0.7109224527587414,,False,True
1145162718,F,6,unsure,,0.7109224527587414,,False,False
1145162718,J,3,unsure,,0.7109224527587414,,False,False
1145162718,K,1,yes,somewhat accurate,0.7109224527587414,True,True,False
C1439719773,A,6,no,,1.7276286124629947,,False,True
C1439719773,B,2,no,,1.7276286124629947,,False,True
C1439719773,E,4,no,,1.7276286124629947,,False,True
C1439719773,F,1,no,,1.7276286124629947,,False,False
C1439719773,H,3,yes,not at all accurate,1.7276286124629947,False,True,False
C1439719773,K,5,yes,somewhat accurate,1.7276286124629947,True,True,False
C1439720323,A,2,unsure,,0.7358840370563579,,False,True
C1439720323,C,4,unsure,,0.7358840370563579,,False,True
C1439720323,E,3,unsure,,0.7358840370563579,,False,True
C1439720323,F,6,unsure,,0.7358840370563579,,False,False
C1439720323,I,1,unsure,,0.7358840370563579,,False,False
C1439720323,J,5,unsure,,0.7358840370563579,,False,False
C1439720587,A,3,no,,0.7212224401436894,,False,True
C1439720587,C,6,yes,somewhat accurate,0.7212224401436894,True,True,True
C1439720587,D,1,no,,0.7212224401436894,,False,True
C1439720587,F,4,no,,0.7212224401436894,,False,False
C1439720587,G,2,no,,0.7212224401436894,,False,False
C1439720587,K,5,no,,0.7212224401436894,,False,False
C1439720577,B,6,no,,1.2065058249568332,,False,True
C1439720577,D,5,unsure,,1.2065058249568332,,False,True
C1439720577,E,2,no,,1.2065058249568332,,False,True
C1439720577,H,3,yes,very accurate,1.2065058249568332,True,True,False
C1439720577,I,4,yes,somewhat accurate,1.2065058249568332,True,True,False
C1439720577,K,1,yes,very accurate,1.2065058249568332,True,True,False
1144417686,A,6,yes,very accurate,0.59302385498398,True,True,True
1144417686,D,4,yes,very accurate,0.59302385498398,True,True,True
1144417686,E,1,yes,very accurate,0.59302385498398,True,True,True
1144417686,H,3,yes,very accurate,0.59302385498398,True,True,False
1144417686,J,5,yes,very accurate,0.59302385498398,True,True,False
1144417686,K,2,yes,very accurate,0.59302385498398,True,True,False
1147353622,A,1,unsure,,0.7212224401436894,,False,True
1147353622,C,4,unsure,,0.7212224401436894,,False,True
1147353622,E,2,unsure,,0.7212224401436894,,False,True
1147353622,F,3,unsure,,0.7212224401436894,,False,False
1147353622,J,5,unsure,,0.7212224401436894,,False,False
1147353622,K,6,unsure,,0.7212224401436894,,False,False
C1438568998,B,1,yes,somewhat accurate,0.9034522705158502,True,True,True
C1438568998,D,3,yes,very accurate,0.9034522705158502,True,True,True
C1438568998,E,6,unsure,,0.9034522705158502,,False,True
C1438568998,F,4,yes,very accurate,0.9034522705158502,True,True,False
C1438568998,I,2,yes,very accurate,0.9034522705158502,True,True,False
C1438568998,K,5,yes,very accurate,0.9034522705158502,True,True,False
C1439720458,A,3,yes,not at all accurate,0.8300066378227644,False,True,True
C1439720458,B,2,no,,0.8300066378227644,,False,True
C1439720458,D,6,unsure,,0.8300066378227644,,False,True
C1439720458,G,4,yes,very accurate,0.8300066378227644,True,True,False
C1439720458,H,1,yes,very accurate,0.8300066378227644,True,True,False
C1439720458,I,5,no,,0.8300066378227644,,False,False
1130027138,B,6,no,,1.2553792416755982,,False,True
1130027138,C,1,no,,1.2553792416755982,,False,True
1130027138,E,4,no,,1.2553792416755982,,False,True
1130027138,F,2,no,,1.2553792416755982,,False,False
1130027138,G,3,no,,1.2553792416755982,,False,False
1130027138,K,5,yes,very accurate,1.2553792416755982,True,True,False
C1439720208,A,6,yes,not at all accurate,0.6409626720482471,False,True,True
C1439720208,C,2,no,,0.6409626720482471,,False,True
C1439720208,D,5,no,,0.6409626720482471,,False,True
C1439720208,F,3,yes,not very accurate,0.6409626720482471,False,True,False
C1439720208,I,4,yes,not very accurate,0.6409626720482471,False,True,False
C1439720208,K,1,yes,very accurate,0.6409626720482471,True,True,False
C1439721273,A,6,no,,3.264611123925898,,False,True
C1439721273,B,1,no,,3.264611123925898,,False,True
C1439721273,C,2,no,,3.264611123925898,,False,True
C1439721273,F,3,unsure,,3.264611123925898,,False,False
C1439721273,G,4,no,,3.264611123925898,,False,False
C1439721273,H,5,no,,3.264611123925898,,False,False
1076592123,A,4,no,,1.7564593888014983,,False,True
1076592123,B,2,no,,1.7564593888014983,,False,True
1076592123,D,6,no,,1.7564593888014983,,False,True
1076592123,F,3,no,,1.7564593888014983,,False,False
1076592123,I,5,no,,1.7564593888014983,,False,False
1076592123,K,1,yes,somewhat accurate,1.7564593888014983,True,True,False
1147277964,A,3,no,,0.6475384485405067,,False,True
1147277964,B,4,no,,0.6475384485405067,,False,True
1147277964,E,2,no,,0.6475384485405067,,False,True
1147277964,F,6,no,,0.6475384485405067,,False,False
1147277964,J,5,no,,0.6475384485405067,,False,False
1147277964,K,1,no,,0.6475384485405067,,False,False
1146749068,A,4,yes,somewhat accurate,0.7190673965893759,True,True,True
1146749068,B,2,no,,0.7190673965893759,,False,True
1146749068,D,6,no,,0.7190673965893759,,False,True
1146749068,H,3,no,,0.7190673965893759,,False,False
1146749068,I,5,no,,0.7190673965893759,,False,False
1146749068,J,1,no,,0.7190673965893759,,False,False
1146774156,A,3,no,,0.6352768048248055,,False,True
1146774156,B,2,no,,0.6352768048248055,,False,True
1146774156,E,6,no,,0.6352768048248055,,False,True
1146774156,H,1,no,,0.6352768048248055,,False,False
1146774156,J,5,no,,0.6352768048248055,,False,False
1146774156,K,4,yes,very accurate,0.6352768048248055,True,True,False
1147350472,C,2,yes,very accurate,0.7082671475447385,True,True,True
1147350472,D,6,yes,very accurate,0.7082671475447385,True,True,True
1147350472,E,3,yes,very accurate,0.7082671475447385,True,True,True
1147350472,G,5,yes,very accurate,0.7082671475447385,True,True,False
1147350472,H,4,yes,very accurate,0.7082671475447385,True,True,False
1147350472,I,1,yes,very accurate,0.7082671475447385,True,True,False
1044758436,A,2,no,,0.6922365773017495,,False,True
1044758436,D,1,yes,somewhat accurate,0.6922365773017495,True,True,True
1044758436,E,4,unsure,,0.6922365773017495,,False,True
1044758436,F,5,yes,somewhat accurate,0.6922365773017495,True,True,False
1044758436,G,3,no,,0.6922365773017495,,False,False
1044758436,J,6,no,,0.6922365773017495,,False,False
C1439721851,A,5,no,,0.8300066378227644,,False,True
C1439721851,C,2,no,,0.8300066378227644,,False,True
C1439721851,E,1,no,,0.8300066378227644,,False,True
C1439721851,G,3,no,,0.8300066378227644,,False,False
C1439721851,I,4,no,,0.8300066378227644,,False,False
C1439721851,J,6,no,,0.8300066378227644,,False,False
1144471428,A,3,yes,very accurate,0.8560625293540882,True,True,True
1144471428,C,2,no,,0.8560625293540882,,False,True
1144471428,E,4,unsure,,0.8560625293540882,,False,True
1144471428,H,6,no,,0.8560625293540882,,False,False
1144471428,J,5,unsure,,0.8560625293540882,,False,False
1144471428,K,1,yes,very accurate,0.8560625293540882,True,True,False
C1439721752,A,4,yes,very accurate,0.6501338567151064,True,True,True
C1439721752,B,3,yes,very accurate,0.6501338567151064,True,True,True
C1439721752,C,1,yes,very accurate,0.6501338567151064,True,True,True
C1439721752,H,5,yes,very accurate,0.6501338567151064,True,True,False
C1439721752,I,2,yes,very accurate,0.6501338567151064,True,True,False
C1439721752,K,6,yes,very accurate,0.6501338567151064,True,True,False
1028077218,A,5,no,,0.6309708405188372,,False,True
1028077218,B,1,no,,0.6309708405188372,,False,True
1028077218,C,3,no,,0.6309708405188372,,False,True
1028077218,G,2,no,,0.6309708405188372,,False,False
1028077218,H,4,no,,0.6309708405188372,,False,False
1028077218,J,6,no,,0.6309708405188372,,False,False
C1439719164,A,4,yes,very accurate,2.009410748497268,True,True,True
C1439719164,D,6,yes,somewhat accurate,2.009410748497268,True,True,True
C1439719164,E,5,no,,2.009410748497268,,False,True
C1439719164,F,2,no,,2.009410748497268,,False,False
C1439719164,G,3,yes,somewhat accurate,2.009410748497268,True,True,False
C1439719164,I,1,no,,2.009410748497268,,False,False
C1439719085,C,1,no,,0.8144018770013152,,False,True
C1439719085,D,5,yes,very accurate,0.8144018770013152,True,True,True
C1439719085,E,3,no,,0.8144018770013152,,False,True
C1439719085,G,4,unsure,,0.8144018770013152,,False,False
C1439719085,I,6,unsure,,0.8144018770013152,,False,False
C1439719085,K,2,yes,very accurate,0.8144018770013152,True,True,False
C1439722186,B,6,no,,0.7656933976543716,,False,True
C1439722186,C,4,no,,0.7656933976543716,,False,True
C1439722186,D,2,no,,0.7656933976543716,,False,True
C1439722186,H,5,no,,0.7656933976543716,,False,False
C1439722186,J,1,no,,0.7656933976543716,,False,False
C1439722186,K,3,yes,somewhat accurate,0.7656933976543716,True,True,False
1141929412,A,2,no,,0.7626366626712864,,False,True
1141929412,C,4,no,,0.7626366626712864,,False,True
1141929412,E,1,no,,0.7626366626712864,,False,True
1141929412,F,5,no,,0.7626366626712864,,False,False
1141929412,G,6,no,,0.7626366626712864,,False,False
1141929412,K,3,yes,very accurate,0.7626366626712864,True,True,False
C1439718468,B,6,no,,2.1025405719323302,,False,True
C1439718468,D,2,unsure,,2.1025405719323302,,False,True
C1439718468,E,5,no,,2.1025405719323302,,False,True
C1439718468,G,3,yes,very accurate,2.1025405719323302,True,True,False
C1439718468,H,4,yes,not very accurate,2.1025405719323302,False,True,False
C1439718468,J,1,unsure,,2.1025405719323302,,False,False
1144829380,A,4,no,,1.4172530332986926,,False,True
1144829380,B,5,unsure,,1.4172530332986926,,False,True
1144829380,D,6,no,,1.4172530332986926,,False,True
1144829380,F,3,no,,1.4172530332986926,,False,False
1144829380,G,1,yes,somewhat accurate,1.4172530332986926,True,True,False
1144829380,H,2,unsure,,1.4172530332986926,,False,False
C1439720378,A,3,yes,not at all accurate,1.7062311162100388,False,True,True
C1439720378,B,5,yes,very accurate,1.7062311162100388,True,True,True
C1439720378,E,4,no,,1.7062311162100388,,False,True
C1439720378,G,6,no,,1.7062311162100388,,False,False
C1439720378,H,2,yes,very accurate,1.7062311162100388,True,True,False
C1439720378,J,1,no,,1.7062311162100388,,False,False
C1439719886,A,5,no,,0.8163489339721438,,False,True
C1439719886,B,3,no,,0.8163489339721438,,False,True
C1439719886,D,4,no,,0.8163489339721438,,False,True
C1439719886,F,6,no,,0.8163489339721438,,False,False
C1439719886,G,2,unsure,,0.8163489339721438,,False,False
C1439719886,I,1,no,,0.8163489339721438,,False,False
1146530448,A,2,no,,0.6352768048248055,,False,True
1146530448,B,4,no,,0.6352768048248055,,False,True
1146530448,E,3,no,,0.6352768048248055,,False,True
1146530448,G,5,no,,0.6352768048248055,,False,False
1146530448,H,6,no,,0.6352768048248055,,False,False
1146530448,K,1,yes,somewhat accurate,0.6352768048248055,True,True,False
1147353464,C,4,no,,1.065915613913982,,False,True
1147353464,D,6,no,,1.065915613913982,,False,True
1147353464,E,1,no,,1.065915613913982,,False,True
1147353464,F,2,no,,1.065915613913982,,False,False
1147353464,J,3,no,,1.065915613913982,,False,False
1147353464,K,5,no,,1.065915613913982,,False,False
1147036990,B,6,no,,0.7329463044254445,,False,True
1147036990,C,1,no,,0.7329463044254445,,False,True
1147036990,D,5,no,,0.7329463044254445,,False,True
1147036990,H,2,yes,not very accurate,0.7329463044254445,False,True,False
1147036990,I,4,no,,0.7329463044254445,,False,False
1147036990,J,3,no,,0.7329463044254445,,False,False
1146938170,B,2,yes,very accurate,0.7531281338580768,True,True,True
1146938170,C,5,yes,very accurate,0.7531281338580768,True,True,True
1146938170,E,6,unsure,,0.7531281338580768,,False,True
1146938170,I,4,unsure,,0.7531281338580768,,False,False
1146938170,J,3,unsure,,0.7531281338580768,,False,False
1146938170,K,1,unsure,,0.7531281338580768,,False,False
1146396819,B,4,no,,1.6889658756144468,,False,True
1146396819,C,3,no,,1.6889658756144468,,False,True
1146396819,E,6,no,,1.6889658756144468,,False,True
1146396819,F,2,no,,1.6889658756144468,,False,False
1146396819,H,5,no,,1.6889658756144468,,False,False
1146396819,J,1,no,,1.6889658756144468,,False,False
1147334250,A,5,unsure,,0.6520319425081997,,False,True
1147334250,B,4,no,,0.6520319425081997,,False,True
1147334250,E,3,no,,0.6520319425081997,,False,True
1147334250,F,1,yes,somewhat accurate,0.6520319425081997,True,True,False
1147334250,I,2,yes,not at all accurate,0.6520319425081997,False,True,False
1147334250,J,6,yes,very accurate,0.6520319425081997,True,True,False
C1439721630,A,6,yes,not at all accurate,0.59302385498398,False,True,True
C1439721630,B,2,no,,0.59302385498398,,False,True
C1439721630,D,4,no,,0.59302385498398,,False,True
C1439721630,I,1,yes,not at all accurate,0.59302385498398,False,True,False
C1439721630,J,5,yes,somewhat accurate,0.59302385498398,True,True,False
C1439721630,K,3,yes,not very accurate,0.59302385498398,False,True,False
C1439722012,A,5,no,,1.9515121702809093,,False,True
C1439722012,B,4,no,,1.9515121702809093,,False,True
C1439722012,D,1,no,,1.9515121702809093,,False,True
C1439722012,F,2,yes,very accurate,1.9515121702809093,True,True,False
C1439722012,I,6,no,,1.9515121702809093,,False,False
C1439722012,K,3,no,,1.9515121702809093,,False,False
1001432539,A,3,no,,0.7329463044254445,,False,True
1001432539,B,1,no,,0.7329463044254445,,False,True
1001432539,E,2,no,,0.7329463044254445,,False,True
1001432539,F,5,yes,not very accurate,0.7329463044254445,False,True,False
1001432539,J,4,no,,0.7329463044254445,,False,False
1001432539,K,6,no,,0.7329463044254445,,False,False
C1439722536,A,3,no,,0.5954007624316028,,False,True
C1439722536,C,6,no,,0.5954007624316028,,False,True
C1439722536,E,1,no,,0.5954007624316028,,False,True
C1439722536,G,2,no,,0.5954007624316028,,False,False
C1439722536,H,4,no,,0.5954007624316028,,False,False
C1439722536,K,5,no,,0.5954007624316028,,False,False
1145682591,A,4,no,,1.6822233320675863,,False,True
1145682591,C,1,no,,1.6822233320675863,,False,True
1145682591,E,6,no,,1.6822233320675863,,False,True
1145682591,F,2,no,,1.6822233320675863,,False,False
1145682591,G,5,no,,1.6822233320675863,,False,False
1145682591,K,3,no,,1.6822233320675863,,False,False
1145612572,C,1,no,,0.6435317237584534,,False,True
1145612572,D,5,no,,0.6435317237584534,,False,True
1145612572,E,4,unsure,,0.6435317237584534,,False,True
1145612572,F,6,no,,0.6435317237584534,,False,False
1145612572,H,2,no,,0.6435317237584534,,False,False
1145612572,J,3,unsure,,0.6435317237584534,,False,False
C1439722631,A,2,no,,0.6559526978229058,,False,True
C1439722631,C,3,yes,somewhat accurate,0.6559526978229058,True,True,True
C1439722631,D,6,no,,0.6559526978229058,,False,True
C1439722631,F,4,no,,0.6559526978229058,,False,False
C1439722631,J,1,no,,0.6559526978229058,,False,False
C1439722631,K,5,yes,somewhat accurate,0.6559526978229058,True,True,False
1145263877,C,6,no,,2.187219499702921,,False,True
1145263877,D,5,no,,2.187219499702921,,False,True
1145263877,E,4,no,,2.187219499702921,,False,True
1145263877,F,2,yes,very accurate,2.187219499702921,True,True,False
1145263877,H,3,unsure,,2.187219499702921,,False,False
1145263877,J,1,no,,2.187219499702921,,False,False
C1439723203,B,4,no,,1.9069156348460192,,False,True
C1439723203,C,1,no,,1.9069156348460192,,False,True
C1439723203,E,6,no,,1.9069156348460192,,False,True
C1439723203,G,2,unsure,,1.9069156348460192,,False,False
C1439723203,H,5,no,,1.9069156348460192,,False,False
C1439723203,K,3,no,,1.9069156348460192,,False,False
C1439722581,A,3,no,,1.0797663431018607,,False,True
C1439722581,B,1,unsure,,1.0797663431018607,,False,True
C1439722581,C,6,no,,1.0797663431018607,,False,True
C1439722581,F,4,no,,1.0797663431018607,,False,False
C1439722581,G,2,unsure,,1.0797663431018607,,False,False
C1439722581,K,5,yes,very accurate,1.0797663431018607,True,True,False
C1438685780,A,6,no,,0.8494177852057194,,False,True
C1438685780,B,4,no,,0.8494177852057194,,False,True
C1438685780,D,5,no,,0.8494177852057194,,False,True
C1438685780,H,3,no,,0.8494177852057194,,False,False
C1438685780,I,1,no,,0.8494177852057194,,False,False
C1438685780,K,2,yes,very accurate,0.8494177852057194,True,True,False
1145709300,A,5,no,,0.6302914164507893,,False,True
1145709300,B,6,no,,0.6302914164507893,,False,True
1145709300,E,2,no,,0.6302914164507893,,False,True
1145709300,I,3,no,,0.6302914164507893,,False,False
1145709300,J,1,no,,0.6302914164507893,,False,False
1145709300,K,4,no,,0.6302914164507893,,False,False
C1439723295,C,3,no,,0.5954007624316028,,False,True
C1439723295,D,1,no,,0.5954007624316028,,False,True
C1439723295,E,4,no,,0.5954007624316028,,False,True
C1439723295,G,6,no,,0.5954007624316028,,False,False
C1439723295,H,5,no,,0.5954007624316028,,False,False
C1439723295,J,2,no,,0.5954007624316028,,False,False
C1439723184,A,5,yes,very accurate,0.7656933976543716,True,True,True
C1439723184,B,4,yes,very accurate,0.7656933976543716,True,True,True
C1439723184,C,2,yes,somewhat accurate,0.7656933976543716,True,True,True
C1439723184,F,3,unsure,,0.7656933976543716,,False,False
C1439723184,J,1,unsure,,0.7656933976543716,,False,False
C1439723184,K,6,unsure,,0.7656933976543716,,False,False
1131555786,B,6,yes,very accurate,0.6554270237845521,True,True,True
1131555786,C,5,yes,very accurate,0.6554270237845521,True,True,True
1131555786,D,4,yes,not at all accurate,0.6554270237845521,False,True,True
1131555786,F,2,no,,0.6554270237845521,,False,False
1131555786,G,1,no,,0.6554270237845521,,False,False
1131555786,K,3,yes,somewhat accurate,0.6554270237845521,True,True,False
1118191462,B,2,no,,1.1484541191537605,,False,True
1118191462,D,6,no,,1.1484541191537605,,False,True
1118191462,E,3,no,,1.1484541191537605,,False,True
1118191462,F,4,no,,1.1484541191537605,,False,False
1118191462,H,1,no,,1.1484541191537605,,False,False
1118191462,J,5,no,,1.1484541191537605,,False,False
C1439723874,A,5,no,,1.7591578729003812,,False,True
C1439723874,B,3,yes,very accurate,1.7591578729003812,True,True,True
C1439723874,D,2,yes,very accurate,1.7591578729003812,True,True,True
C1439723874,G,4,yes,somewhat accurate,1.7591578729003812,True,True,False
C1439723874,H,1,yes,very accurate,1.7591578729003812,True,True,False
C1439723874,I,6,yes,somewhat accurate,1.7591578729003812,True,True,False
1146663456,B,5,unsure,,0.6480029404244583,,False,True
1146663456,D,3,yes,not very accurate,0.6480029404244583,False,True,True
